# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       32.938      347.332
       1.013       99.700     1274.559     1506.070
       2.026       99.700     2515.152     2664.164
       3.039      100.600     3757.035     3823.289
       4.052       99.600     4579.793     4663.059
       5.066       99.700     4579.793     4663.059
       6.079      100.700     4579.793     4663.059
       7.092       99.700     4579.793     4663.059
       8.105       99.600     4589.777     4968.363
       9.118       99.700     4599.316     4968.363
      10.131       99.700     4614.785     4968.363
      11.144      100.700     4618.395     4968.363
      12.157       99.700     4618.613     4968.363
      13.169      100.600     4618.613     4968.363
      14.183       98.700     4656.762     4968.363
      15.196      100.700     4656.762     4968.363
      16.209       99.600     4656.762     4968.363
      17.223       99.600     4656.762     4968.363
      18.236      100.700     4656.762     4968.363
      19.249       99.700     4656.762     4968.363
      20.262       99.600     4656.762     4968.363
      21.276      100.600     4666.078     4968.363
      22.290       99.700     4732.852     4968.363
      23.302       99.700     4732.852     4968.363
      24.315      100.600     4732.852     4968.363
      25.339       99.600     4732.852     4968.363
      26.363      100.600     4732.852     4968.363
      27.387       99.600     4732.852     4968.363
      28.411       99.600     4732.852     4968.363
      29.434      100.600     4732.852     4968.363
      30.458       99.600     4732.852     4968.363
      31.482       99.600     4732.852     4968.363
      32.506      100.600     4732.852     4968.363
      33.529      100.600     4732.852     4968.363
      34.553       99.600     4732.852     4968.363
      35.577       99.600     4732.852     4968.363
      36.601       99.600     4732.852     4968.363
      37.624       99.600     4765.594     4968.363
      38.648      100.600     4736.465     4968.363
      39.672      100.600     4580.465     4663.184
      40.686       99.600     4580.465     4663.184
      41.700      100.700     4580.465     4663.184
      42.713       99.700     4580.465     4663.184
      43.726       99.700     4580.465     4663.184
      44.738       99.600     4580.465     4663.184
      45.752      100.700     4580.465     4663.184
      46.765       99.700     4580.465     4663.184
      47.778       99.700     4580.465     4663.184
      48.791       99.600     4580.465     4663.184
      49.805      100.700     4580.465     4663.184
      50.817       99.700     4580.465     4663.184
      51.830       99.700     4580.465     4663.184
      52.843      100.600     4580.465     4663.184
      53.857       99.700     4580.465     4663.184
      54.869      100.600     4580.465     4663.184
      55.893       99.600     4580.465     4663.184
      56.917      100.600     4580.465     4663.184
      57.941       99.600     4580.465     4663.184
      58.965       99.600     4580.465     4663.184
      59.989       99.600     4580.465     4663.184
      61.013       99.600     4580.465     4663.184
      62.036       99.600     4580.465     4663.184
      63.060      100.600     4580.465     4663.184
      64.084      100.600     4580.465     4663.184
      65.108       99.600     4580.465     4663.184
      66.131       99.600     4580.465     4663.184
      67.155       99.600     4580.465     4663.184
      68.179      100.600     4580.465     4663.184
