# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       32.797      467.133
       1.013      100.700     1272.871     1624.582
       2.026       99.700     2513.723     2782.547
       3.039      100.600     3755.605     3941.801
       4.053      529.600     4580.125     5743.117
       5.074        5.900     4580.125     5743.117
       6.088        0.000     4580.125     5743.117
       7.101       38.200     4585.434     5944.371
       8.123      100.600     4599.613     5944.371
       9.147      100.600     4599.613     5944.371
      10.172       99.600     4618.691     5944.371
      11.196       99.600     4618.691     5944.371
      12.219       99.600     4618.691     5944.371
      13.243      100.600     4638.543     5944.371
      14.268       99.600     4656.848     5944.371
      15.292       99.600     4656.848     5944.371
      16.315      100.600     4656.848     5944.371
      17.339      100.600     4656.848     5944.371
      18.364       99.600     4656.848     5944.371
      19.387       99.600     4656.848     5944.371
      20.411       99.600     4656.848     5944.371
      21.435      100.600     4733.160     5944.371
      22.459      100.600     4733.160     5944.371
      23.483       99.600     4733.160     5944.371
      24.507       99.600     4733.160     5944.371
      25.531      100.600     4733.160     5944.371
      26.555       99.600     4733.160     5944.371
      27.579       99.600     4733.160     5944.371
      28.603       99.600     4733.160     5944.371
      29.627      100.600     4733.160     5944.371
      30.651      100.600     4733.160     5944.371
      31.675       99.600     4733.160     5944.371
      32.699       99.600     4733.160     5944.371
      33.723      100.600     4733.160     5944.371
      34.747       99.600     4733.160     5944.371
      35.771      100.600     4733.160     5944.371
      36.795       98.600     4733.160     5944.371
      37.809      100.700     4853.816     5944.371
      38.822       99.700     4580.797     5639.320
      39.834      100.600     4580.797     5639.320
      40.848      100.600     4580.797     5639.320
      41.862       99.700     4580.797     5639.320
      42.875       99.700     4580.797     5639.320
      43.888       99.600     4580.797     5639.320
      44.902      100.600     4580.797     5639.320
      45.916       99.700     4580.797     5639.320
      46.929       99.700     4580.797     5639.320
      47.942      100.600     4580.797     5639.320
      48.956       99.700     4580.797     5639.320
      49.968       99.700     4580.797     5639.320
      50.981       99.700     4580.797     5639.320
      51.994       99.600     4580.797     5639.320
      53.008      100.600     4580.797     5639.320
      54.032      100.600     4580.797     5639.320
      55.056       99.600     4580.797     5639.320
      56.080       99.600     4580.797     5639.320
      57.105      100.600     4580.797     5639.320
      58.129       99.600     4580.797     5639.320
      59.153      100.600     4580.797     5639.320
      60.177       99.600     4580.797     5639.320
      61.200      100.600     4580.797     5639.320
      62.224       99.600     4580.797     5639.320
      63.248       99.600     4580.797     5639.320
      64.272      100.600     4580.797     5639.320
      65.296       99.600     4580.797     5639.320
      66.320      100.600     4580.797     5639.320
      67.334       98.600     4580.797     5639.320
