# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       29.422      367.992
       1.013       99.700     1269.238     1525.184
       2.026       99.700     2510.090     2683.277
       3.040       99.700     3750.941     3841.371
       4.053      200.300     4579.883     4879.070
       5.066      201.300     4579.883     4879.070
       6.080        0.000     4579.883     4879.070
       7.092       37.500     4585.238     5176.371
       8.105      100.700     4598.129     5176.371
       9.118       98.700     4599.418     5176.371
      10.131      100.700     4618.496     5176.371
      11.144       99.700     4618.750     5176.371
      12.157       99.700     4618.750     5176.371
      13.170       99.700     4618.750     5176.371
      14.183       99.700     4656.660     5176.371
      15.196      101.700     4656.660     5176.371
      16.210       98.700     4656.660     5176.371
      17.223      100.700     4656.660     5176.371
      18.236       99.700     4656.660     5176.371
      19.249      100.700     4656.660     5176.371
      20.262       99.700     4656.660     5176.371
      21.275      100.700     4732.973     5176.371
      22.289       99.700     4732.973     5176.371
      23.302       99.700     4732.973     5176.371
      24.315       98.700     4732.973     5176.371
      25.329      100.700     4732.973     5176.371
      26.342       99.700     4732.973     5176.371
      27.355      100.700     4732.973     5176.371
      28.368       99.700     4732.973     5176.371
      29.381       99.700     4732.973     5176.371
      30.394      100.700     4732.973     5176.371
      31.407       99.700     4732.973     5176.371
      32.420      100.700     4732.973     5176.371
      33.433       99.700     4732.973     5176.371
      34.446       99.700     4732.973     5176.371
      35.459       99.700     4732.973     5176.371
      36.472       99.700     4732.973     5176.371
      37.486      100.700     4804.645     5176.371
      38.499      100.700     4580.602     4871.191
      39.512       99.700     4580.602     4871.191
      40.525       99.700     4580.602     4871.191
      41.538       99.700     4580.602     4871.191
      42.551       99.700     4580.602     4871.191
      43.564      100.700     4580.602     4871.191
      44.578       99.700     4580.602     4871.191
      45.591       99.700     4580.602     4871.191
      46.604      100.700     4580.602     4871.191
      47.617       99.700     4580.605     4871.191
      48.630      100.700     4580.605     4871.191
      49.643       99.700     4580.605     4871.191
      50.656       99.700     4580.605     4871.191
      51.669       99.700     4580.605     4871.191
      52.682      100.700     4580.605     4871.191
      53.695       98.700     4580.605     4871.191
      54.709      100.700     4580.605     4871.191
      55.722      100.700     4580.605     4871.191
      56.735       99.700     4580.605     4871.191
      57.748      100.700     4580.605     4871.191
      58.761       99.700     4580.605     4871.191
      59.774       99.700     4580.605     4871.191
      60.787       99.700     4580.605     4871.191
      61.800      100.700     4580.605     4871.191
      62.813       99.700     4580.605     4871.191
      63.827       99.700     4580.605     4871.191
      66.040      100.300     4580.605     4871.191
      67.053       98.700     4580.605     4871.191
      68.066      100.700     4580.605     4871.191
