# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       90.195     8203.523
       1.025       16.600      212.141     8203.523
       2.049       17.600      354.195     8203.523
       3.074       19.500      503.211     8203.523
       4.098       19.500      653.516     8203.523
       5.122       19.500      802.789     8203.523
       6.147       24.400      945.359     8203.523
       7.171       21.500     1074.008     8203.523
       8.196       20.500     1207.555     8203.523
       9.220       22.500     1346.258     8203.523
      10.244       25.400     1498.625     8203.523
      11.268       20.500     1637.070     8203.523
      12.293       23.400     1787.375     8203.523
      13.317       21.500     1926.336     8203.523
      14.340       23.400     2051.891     8203.523
      15.365       25.400     2207.352     8203.523
      16.389       23.400     2344.508     8203.523
      17.413       22.500     2488.367     8203.523
      18.438       21.500     2629.648     8203.523
      19.462       19.500     2765.258     8203.523
      20.487       22.500     2892.617     8203.523
      21.511       23.400     3041.891     8203.523
      22.535       21.500     3194.000     8203.523
      23.560       24.400     3346.367     8203.523
      24.584       22.500     3492.289     8203.523
      25.608       20.500     3631.766     8203.523
      26.633       20.500     3768.406     8203.523
      27.657       22.500     3911.234     8203.523
      28.681       22.500     4063.086     8203.523
      29.706       23.400     4219.836     8203.523
      30.730       24.400     4376.586     8203.523
      31.754       20.500     4514.258     8203.523
      32.779       22.500     4651.930     8203.523
      33.803      316.200     4802.262     8451.551
      34.828      798.300     4889.086     8451.551
      35.852      800.700     5033.113     8451.551
      36.877      799.300     5040.129     8451.551
      37.901      803.200     5150.516     8451.551
      38.926      798.200     5243.934     8451.551
      39.951      800.200     5320.941     8451.551
      40.975      759.300     5858.719     8451.551
      42.000      340.600     6160.617     8451.551
      43.025      250.800     6360.855     8451.551
      44.049      228.400     6562.266     8451.551
      45.074      232.300     6726.625     8451.551
      46.098      215.700     6869.262     8451.551
      47.123      186.500     6956.797     8451.551
      48.147      281.000     7220.473     8451.551
      49.172      204.100     7367.496     8451.551
      50.196      206.000     7515.738     8451.551
      51.221      176.700     7608.312     8451.551
      52.245      171.800     7701.699     8451.551
      53.269      166.900     7797.406     8451.551
      54.293      156.100     7874.344     8451.551
      55.318      154.200     7917.199     8451.551
      56.343      126.900     7993.023     8451.551
      57.367      126.900     8070.105     8451.551
      58.392      141.500     8153.508     8451.551
      59.416       99.600     8196.242     8427.539
      60.441        7.800     8196.242     8427.539
      61.831        4.300     8196.242     8427.539
      62.855        5.900     8196.242     8427.539
