# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       33.824      404.004
       1.014      100.500     1273.125     1560.680
       2.029       98.700     2511.914     2716.969
       3.042      100.500     3753.539     3875.836
       4.057      334.900     4580.176     5167.086
       5.075       93.100     4580.176     5167.086
       6.095        0.000     4580.176     5167.086
       7.117       39.100     4585.293     5432.371
       8.141      100.600     4599.473     5432.371
       9.165       99.600     4599.473     5432.371
      10.189      100.600     4618.551     5432.371
      11.213       99.600     4618.551     5432.371
      12.236       99.600     4618.551     5432.371
      13.260       99.600     4639.434     5432.371
      14.284      100.600     4656.707     5432.371
      15.316      100.800     4656.707     5432.371
      16.340       99.600     4656.707     5432.371
      17.364       99.600     4656.707     5432.371
      18.378       99.600     4656.707     5432.371
      19.393      100.600     4656.707     5432.371
      20.406       99.700     4656.707     5432.371
      21.419      100.700     4733.020     5432.371
      22.432       99.700     4733.020     5432.371
      23.445       99.600     4733.020     5432.371
      24.459       99.700     4733.020     5432.371
      25.472      100.700     4733.020     5432.371
      26.485      100.600     4733.020     5432.371
      27.499       98.600     4733.020     5432.371
      28.513      100.700     4733.020     5432.371
      29.526       99.700     4733.020     5432.371
      30.538      100.600     4733.020     5432.371
      31.575       99.400     4733.020     5432.371
      32.589       99.600     4733.020     5432.371
      33.613      100.600     4733.020     5432.371
      34.637       99.600     4733.020     5432.371
      35.661      100.600     4733.020     5432.371
      36.686       99.600     4733.020     5432.371
      37.710      100.600     4838.207     5432.371
      38.734       99.600     4580.656     5127.191
      39.758      100.600     4580.656     5127.191
      40.782       99.600     4580.656     5127.191
      41.830       99.200     4580.656     5127.191
      42.854      100.600     4580.656     5127.191
      43.878      100.600     4580.656     5127.191
      44.902       99.600     4580.656     5127.191
      45.926       99.600     4580.656     5127.191
      46.950       99.600     4580.656     5127.191
      47.964       99.700     4580.656     5127.191
      48.977       99.700     4580.656     5127.191
      49.990      100.700     4580.656     5127.191
      51.003       99.600     4580.656     5127.191
      52.017       99.700     4580.656     5127.191
      53.030      100.700     4580.656     5127.191
      54.043       99.700     4580.656     5127.191
      55.056      100.600     4580.656     5127.191
      56.070       99.700     4580.656     5127.191
      57.083       99.700     4580.656     5127.191
      58.096       99.700     4580.656     5127.191
      59.109      100.600     4580.656     5127.191
      60.123       99.700     4580.656     5127.191
      61.136      100.700     4580.656     5127.191
      62.149       99.700     4580.656     5127.191
      63.162       99.600     4580.656     5127.191
      64.186       99.600     4580.656     5127.191
      65.210       99.600     4580.656     5127.191
      66.234      100.600     4580.656     5127.191
      67.258       99.600     4580.656     5127.191
      68.282      100.600        0.984        2.820
