# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       36.617      121.930
       1.014       99.600     1146.758     1229.824
       2.028       65.200     1146.758     1229.824
       3.041        0.000     1146.758     1229.824
       4.055       14.700     1149.602     1306.246
       5.072      101.100     1156.820     1306.246
       6.092       98.900     1166.359     1306.246
       7.113       99.700     1185.438     1306.246
       8.136      100.600     1185.438     1306.246
       9.160       99.700     1185.438     1306.246
      10.184      100.600     1185.438     1306.246
      11.207       98.700     1147.312     1230.078
      12.231      100.600     1147.312     1230.078
      13.254      100.600     1147.312     1230.078
      14.278       99.700     1147.312     1230.078
      15.301       99.600     1147.312     1230.078
      16.379      100.300     1147.312     1230.078
