# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.007        0.000        4.414    96034.953
       1.020       15.800      121.203    96034.953
       2.033       16.800      238.766    96034.953
       3.047       14.800      339.828    96034.953
       4.061       14.800      442.953    96034.953
       5.074       16.800      546.594    96034.953
       6.087       16.800      643.016    96034.953
       7.102       15.800      741.758    96034.953
       8.115       19.700      858.805    96034.953
       9.128       18.700      973.016    96034.953
      10.143       19.700     1089.805    96034.953
      11.649       16.600     1245.523    96034.953
      12.662       17.800     1349.164    96034.953
      13.675       16.800     1453.062    96034.953
      14.690       18.800     1565.469    96034.953
      15.703       18.800     1682.000    96034.953
      16.716       17.800     1791.312    96034.953
      18.229       15.200     1930.016    96034.953
      19.244       73.000     2581.766    96034.953
      20.257       17.800     2693.141    96034.953
      21.270       17.700     2801.680    96034.953
      22.285       18.700     2918.984    96034.953
      24.185       16.800     3108.992    96034.953
      25.198       16.800     3210.828    96034.953
      26.213       17.700     3313.695    96034.953
      27.227       16.800     3418.367    96034.953
      28.240       19.700     3534.383    96034.953
      30.590       18.700     3799.930    96034.953
      31.603       17.800     3903.828    96034.953
      32.617       16.800     4007.211    96034.953
      33.630       16.800     4111.367    96034.953
      34.644       17.800     4218.875    96034.953
      35.657       18.800     4330.766    96034.953
      36.671       17.800     4439.820    96034.953
      37.684       95.600     5044.391    96034.953
      38.698       99.700     5058.312    96034.953
      39.712       99.700     5077.391    96034.953
      40.725       99.700     5082.805    96034.953
      41.738      100.600     5106.008    96034.953
      42.752       99.700     5115.547    96034.953
      43.766       99.700     5115.547    96034.953
      44.779      100.500     5122.766    96034.953
      45.793       99.600     5144.164    96034.953
      46.808       99.700     5170.461    96034.953
      47.821      100.700     5191.859    96034.953
      48.834       99.600     5191.859    96034.953
      49.849      100.500     5191.859    96034.953
      50.863       99.700     5191.859    96034.953
      51.876      100.700     5191.859    96034.953
      52.890       99.500     5191.859    96034.953
      53.904       99.600     5212.742    96034.953
      54.919      100.700     5234.914    96034.953
      55.932      100.700     5249.094    96034.953
      56.946       99.600     5277.711    96034.953
      57.960       99.600     5292.148    96034.953
      58.975       99.700     5306.328    96034.953
      59.988       99.700     5336.492    96034.953
      61.001      101.500     5344.484    96034.953
      62.016       99.600     5344.484    96034.953
      63.030       99.700     5344.484    96034.953
      64.043      100.700     5344.484    96034.953
      65.057       99.600     5344.484    96034.953
      66.071      100.500     5344.484    96034.953
      67.085       99.700     5344.484    96034.953
      68.099       99.700     5344.484    96034.953
      69.112      100.600     5344.484    96034.953
      70.126       99.600     5344.484    96034.953
      71.141       99.700     5344.484    96034.953
      72.154       99.700     5344.484    96034.953
      73.167      100.600     5363.562    96034.953
      74.182       99.600     5382.641    96034.953
      75.196      100.700     5382.641    96034.953
      76.210       99.700     5406.617    96034.953
      77.223       99.600     5420.797    96034.953
      78.237       99.500     5420.797    96034.953
      79.252      100.700     5420.797    96034.953
      80.265       99.700     5447.609    96034.953
      81.278      100.500     5468.492    96034.953
      82.293       99.700     5489.375    96034.953
      83.306       99.700     5497.109    96034.953
      84.320       99.700     5497.109    96034.953
      85.333      100.500     5497.109    96034.953
      86.347       99.700     5497.109    96034.953
      87.361      100.700     5497.109    96034.953
      88.374      100.700     5510.000    96034.953
      89.387       99.600     5535.266    96034.953
      90.402       99.700     5554.344    96034.953
      91.415       99.700     5578.062    96034.953
      92.453      100.200     5592.500    96034.953
      93.466       99.600     5611.578    96034.953
      94.480      100.700     5611.578    96034.953
      95.494       99.700     5649.734    96034.953
      96.507      100.700     5649.734    96034.953
      97.520       99.600     5649.734    96034.953
      98.534       99.700     5649.734    96034.953
      99.548      100.700     5649.734    96034.953
     100.561       99.700     5649.734    96034.953
     101.574       99.600     5649.734    96034.953
     102.588      100.700     5649.734    96034.953
     103.602       99.700     5649.734    96034.953
     104.615       99.700     5649.734    96034.953
     105.628      100.500     5649.734    96034.953
     106.642       99.700     5649.734    96034.953
     107.655       99.700     5649.734    96034.953
     108.669       99.700     5649.734    96034.953
     109.682      100.600     5649.734    96034.953
     110.696       99.700     5649.734    96034.953
     111.709       99.700     5649.734    96034.953
     112.722      100.600     5649.734    96034.953
     113.746       99.600     5649.734    96034.953
